Data zamówienia,Data księgowania,ID Zamówienia,Sklep ID,Produkt ID,Liczba jednostek,Cena jednostkowa,Cena zakupu
23.01.2023,24.01.2023,12847,4,65,0.0,0.800,0.36363680000000004
05.01.2023,07.01.2023,2552,1,35,2.0,3.100,0.8727895
08.01.2023,09.01.2023,4273,6,52,2.0,2.500,0.5876775
30.01.2023,01.02.2023,16696,5,39,2.0,4.250,1.19656625
29.01.2023,31.01.2023,16067,4,44,1.0,2.500,0.5876775
13.01.2023,16.01.2023,7042,7,51,1.0,3.000,0.705213
04.01.2023,06.01.2023,1875,5,29,1.0,2.500,0.7038625
14.01.2023,18.01.2023,null,7,73,1.0,3.750,1.655775
18.01.2023,23.01.2023,10015,5,47,2.0,3.000,0.705213
16.01.2023,18.01.2023,9100,5,57,0.0,3.100,0.7287201
08.01.2023,09.01.2023,3911,4,33,2.0,3.500,0.9854075
01.01.2023,03.01.2023,70,1,37,2.0,3.000,0.844635
29.01.2023,31.01.2023,16315,1,79,1.0,3.750,1.655775
18.01.2023,20.01.2023,9870,1,60,1.0,3.750,1.3295474999999999
03.01.2023,04.01.2023,1559,6,22,2.0,2.000,0.56309
16.01.2023,19.01.2023,8814,4,78,1.0,4.500,1.9869299999999999
15.01.2023,18.01.2023,7863,7,44,1.0,2.500,0.5876775
21.01.2023,24.01.2023,11820,1,51,0.0,3.000,0.705213
05.01.2023,08.01.2023,2738,7,51,1.0,3.000,0.705213
06.01.2023,08.01.2023,2750,6,49,2.0,3.000,0.705213
08.01.2023,11.01.2023,4387,5,10,1.0,10.000,5.54547
06.01.2023,09.01.2023,3198,2,55,1.0,4.000,0.940284
03.01.2023,06.01.2023,1698,7,33,1.0,3.500,0.9854075
10.01.2023,12.01.2023,null,4,69,1.0,3.250,1.4350049999999999
20.01.2023,21.01.2023,11232,1,69,1.0,3.250,1.4350049999999999
14.01.2023,16.01.2023,7616,6,64,2.0,0.800,0.36363680000000004
16.01.2023,18.01.2023,9118,6,25,2.0,2.200,0.619399
29.01.2023,01.02.2023,15976,1,35,2.0,3.100,0.8727895
21.01.2023,24.01.2023,11790,1,64,2.0,0.800,0.36363680000000004
14.01.2023,18.01.2023,7427,6,36,1.0,3.750,1.0557937499999999
08.01.2023,11.01.2023,4138,4,87,1.0,3.000,0.844635
01.01.2023,04.01.2023,442,1,46,0.0,2.500,0.5876775
31.01.2023,03.02.2023,17186,1,45,1.0,3.000,0.705213
29.01.2023,01.02.2023,15955,3,44,1.0,2.500,0.5876775
10.01.2023,12.01.2023,5200,6,87,1.0,3.000,0.844635
11.01.2023,12.01.2023,5645,5,44,1.0,2.500,0.5876775
10.01.2023,11.01.2023,5201,5,45,2.0,3.000,0.705213
02.01.2023,03.01.2023,1073,6,55,0.0,4.000,0.940284
29.01.2023,01.02.2023,16071,6,55,1.0,4.000,0.940284
23.01.2023,26.01.2023,12862,4,43,2.0,3.000,0.705213
18.01.2023,22.01.2023,10106,5,39,0.0,4.250,1.19656625
02.01.2023,03.01.2023,802,7,28,1.0,2.000,0.56309
13.01.2023,15.01.2023,6929,3,87,2.0,3.000,0.844635
25.01.2023,30.01.2023,14275,3,33,2.0,3.500,0.9854075
25.01.2023,26.01.2023,14236,7,24,2.0,3.000,0.844635
19.01.2023,20.01.2023,10796,2,25,2.0,2.200,0.619399
03.01.2023,04.01.2023,1377,7,48,2.0,2.500,0.5876775
09.01.2023,12.01.2023,4809,6,38,2.0,3.750,1.0557937499999999
30.01.2023,01.02.2023,16765,1,39,2.0,4.250,1.19656625
03.01.2023,05.01.2023,1531,5,36,2.0,3.750,1.0557937499999999
05.01.2023,10.01.2023,2493,4,23,1.0,2.500,0.7038625
11.01.2023,12.01.2023,5976,1,46,0.0,2.500,0.5876775
07.01.2023,10.01.2023,3403,1,44,1.0,2.500,0.5876775
10.01.2023,12.01.2023,4986,4,43,0.0,3.000,0.705213
13.01.2023,17.01.2023,6853,1,42,0.0,2.500,0.5876775
28.01.2023,31.01.2023,15576,4,41,1.0,4.250,1.19656625
03.01.2023,04.01.2023,1254,6,30,2.0,3.000,0.844635
12.01.2023,14.01.2023,6124,5,31,2.0,2.200,0.619399
22.01.2023,23.01.2023,12436,4,27,1.0,3.500,0.9854075
10.01.2023,12.01.2023,5350,4,75,1.0,3.500,1.54539
29.01.2023,31.01.2023,16284,1,59,1.0,4.500,1.595457
12.01.2023,15.01.2023,6375,1,59,2.0,4.500,1.595457
13.01.2023,15.01.2023,7075,2,34,2.0,2.450,0.68978525
11.01.2023,14.01.2023,5592,4,64,2.0,0.800,0.36363680000000004
28.01.2023,31.01.2023,null,4,40,2.0,3.750,1.0557937499999999
13.01.2023,14.01.2023,6842,4,65,2.0,0.800,0.36363680000000004
08.01.2023,10.01.2023,3923,5,42,0.0,2.500,0.5876775
03.01.2023,06.01.2023,1426,1,51,1.0,3.000,0.705213
08.01.2023,11.01.2023,4199,6,23,1.0,2.500,0.7038625
09.01.2023,11.01.2023,4818,2,37,1.0,3.000,0.844635
28.01.2023,29.01.2023,15817,6,29,1.0,2.500,0.7038625
16.01.2023,19.01.2023,8518,7,44,1.0,2.500,0.5876775
18.01.2023,23.01.2023,10249,6,25,1.0,2.200,0.619399
10.01.2023,13.01.2023,5291,5,35,1.0,3.100,0.8727895
10.01.2023,12.01.2023,5273,7,72,0.0,3.250,1.4350049999999999
08.01.2023,10.01.2023,4040,4,75,1.0,3.500,1.54539
14.01.2023,17.01.2023,7501,6,40,1.0,3.750,1.0557937499999999
03.01.2023,04.01.2023,1173,6,22,2.0,2.000,0.56309
01.01.2023,02.01.2023,276,6,46,2.0,2.500,0.5876775
16.01.2023,18.01.2023,9061,1,35,2.0,3.100,0.8727895
10.01.2023,12.01.2023,5366,3,41,2.0,4.250,1.19656625
12.01.2023,15.01.2023,6260,3,29,2.0,2.500,0.7038625
15.01.2023,18.01.2023,8393,7,61,2.0,4.750,1.6840935
27.01.2023,29.01.2023,14989,4,23,1.0,2.500,0.7038625
02.01.2023,03.01.2023,707,6,32,1.0,3.000,0.844635
27.01.2023,30.01.2023,15061,3,23,1.0,2.500,0.7038625
26.01.2023,29.01.2023,14796,5,43,1.0,3.000,0.705213
19.01.2023,21.01.2023,10514,5,53,1.0,3.000,0.705213
28.01.2023,01.02.2023,15584,3,46,1.0,2.500,0.5876775
27.01.2023,30.01.2023,14933,6,50,0.0,2.500,0.5876775
05.01.2023,08.01.2023,2641,4,47,1.0,3.000,0.705213
02.01.2023,05.01.2023,618,7,23,1.0,2.500,0.7038625
27.01.2023,01.02.2023,15429,4,51,0.0,3.000,0.705213
01.01.2023,03.01.2023,330,4,22,1.0,2.000,0.56309
24.01.2023,26.01.2023,13272,5,47,2.0,3.000,0.705213
16.01.2023,18.01.2023,null,1,25,1.0,2.200,0.619399
14.01.2023,15.01.2023,7717,5,56,2.0,2.550,0.59943105
06.01.2023,07.01.2023,2964,4,56,0.0,2.550,0.59943105
15.01.2023,17.01.2023,8238,6,30,2.0,3.000,0.844635
29.01.2023,30.01.2023,16325,1,24,2.0,3.000,0.844635
04.01.2023,09.01.2023,1808,1,24,2.0,3.000,0.844635
12.01.2023,17.01.2023,6125,5,59,1.0,4.500,1.595457
14.01.2023,17.01.2023,7560,6,72,1.0,3.250,1.4350049999999999
31.01.2023,03.02.2023,17204,4,40,1.0,3.750,1.0557937499999999
29.01.2023,30.01.2023,null,6,33,1.0,3.500,0.9854075
10.01.2023,12.01.2023,5287,2,75,1.0,3.500,1.54539
19.01.2023,22.01.2023,10602,6,39,2.0,4.250,1.19656625
05.01.2023,07.01.2023,2639,1,40,0.0,3.750,1.0557937499999999
13.01.2023,16.01.2023,6997,4,23,2.0,2.500,0.7038625
28.01.2023,31.01.2023,15759,5,87,2.0,2.100,0.5912445
22.01.2023,23.01.2023,12523,6,60,2.0,3.750,1.3295474999999999
29.01.2023,31.01.2023,16385,4,58,1.0,3.500,1.2409109999999999
31.01.2023,03.02.2023,17328,4,17,1.0,9.500,3.158484
23.01.2023,24.01.2023,12797,7,53,1.0,3.000,0.705213
15.01.2023,16.01.2023,8132,1,48,1.0,2.500,0.5876775
26.01.2023,29.01.2023,14475,2,37,1.0,3.000,0.844635
17.01.2023,19.01.2023,9209,5,47,1.0,3.000,0.705213
07.01.2023,09.01.2023,3723,4,77,1.0,3.000,1.32462
27.01.2023,30.01.2023,15207,1,34,1.0,2.450,0.68978525
01.01.2023,03.01.2023,404,1,44,2.0,2.500,0.5876775
06.01.2023,08.01.2023,2792,6,56,1.0,2.550,0.59943105
24.01.2023,25.01.2023,13448,7,36,1.0,3.750,1.0557937499999999
24.01.2023,26.01.2023,13452,6,63,1.0,0.800,0.36363680000000004
13.01.2023,15.01.2023,7236,1,40,1.0,3.750,1.0557937499999999
04.01.2023,05.01.2023,2040,6,61,2.0,4.750,1.6840935
18.01.2023,21.01.2023,9695,1,61,2.0,4.750,1.6840935
24.01.2023,26.01.2023,13268,4,38,2.0,3.750,1.0557937499999999
19.01.2023,21.01.2023,10712,6,35,2.0,3.100,0.8727895
06.01.2023,08.01.2023,3015,6,23,1.0,2.500,0.7038625
08.01.2023,11.01.2023,4017,2,43,1.0,3.000,0.705213
25.01.2023,27.01.2023,14291,5,43,1.0,3.000,0.705213
08.01.2023,10.01.2023,4255,7,73,1.0,3.750,1.655775
20.01.2023,23.01.2023,11141,1,57,1.0,3.100,0.7287201
27.01.2023,30.01.2023,15222,4,56,2.0,2.550,0.59943105
11.01.2023,12.01.2023,5977,6,50,2.0,2.500,0.5876775
20.01.2023,25.01.2023,11035,1,70,1.0,3.250,1.4350049999999999
11.01.2023,15.01.2023,5998,5,63,1.0,0.800,0.36363680000000004
23.01.2023,25.01.2023,12765,5,33,1.0,3.500,0.9854075
12.01.2023,17.01.2023,6395,1,72,1.0,3.250,1.4350049999999999
18.01.2023,23.01.2023,10259,7,84,2.0,0.800,0.36363680000000004
29.01.2023,30.01.2023,16258,6,35,2.0,3.100,0.8727895
12.01.2023,17.01.2023,6428,6,50,2.0,2.500,0.5876775
02.01.2023,05.01.2023,894,1,34,2.0,2.450,0.68978525
24.01.2023,25.01.2023,13424,2,48,2.0,2.500,0.5876775
01.01.2023,02.01.2023,390,2,42,1.0,2.500,0.5876775
10.01.2023,13.01.2023,4958,7,48,0.0,2.500,0.5876775
13.01.2023,18.01.2023,7172,1,41,1.0,4.250,1.19656625
11.01.2023,13.01.2023,5893,7,57,1.0,3.100,0.7287201
07.01.2023,08.01.2023,3628,2,37,2.0,3.000,0.844635
23.01.2023,24.01.2023,12865,4,30,2.0,3.000,0.844635
26.01.2023,29.01.2023,14754,1,60,0.0,3.750,1.3295474999999999
30.01.2023,01.02.2023,16424,7,69,1.0,3.250,1.4350049999999999
08.01.2023,10.01.2023,4354,6,38,1.0,3.750,1.0557937499999999
10.01.2023,12.01.2023,4999,7,38,1.0,3.750,1.0557937499999999
02.01.2023,04.01.2023,931,4,78,1.0,4.500,1.9869299999999999
01.01.2023,04.01.2023,267,7,38,2.0,3.750,1.0557937499999999
06.01.2023,09.01.2023,2907,6,27,2.0,3.500,0.9854075
18.01.2023,21.01.2023,10040,4,25,2.0,2.200,0.619399
08.01.2023,11.01.2023,null,6,54,2.0,2.500,0.5876775
17.01.2023,19.01.2023,null,3,34,0.0,2.450,0.68978525
16.01.2023,19.01.2023,8872,3,71,1.0,3.750,1.655775
05.01.2023,09.01.2023,2228,4,50,1.0,2.500,0.5876775
27.01.2023,30.01.2023,15434,4,53,2.0,3.000,0.705213
22.01.2023,23.01.2023,12494,6,31,2.0,2.200,0.619399
17.01.2023,20.01.2023,9586,5,38,1.0,3.750,1.0557937499999999
31.01.2023,02.02.2023,17250,4,11,1.0,8.950,2.9756243999999996
04.01.2023,08.01.2023,1851,2,40,2.0,3.750,1.0557937499999999
16.01.2023,19.01.2023,8576,5,40,2.0,3.750,1.0557937499999999
25.01.2023,29.01.2023,14126,2,28,2.0,2.000,0.56309
01.01.2023,02.01.2023,null,6,61,2.0,4.750,1.6840935
31.01.2023,01.02.2023,17227,5,28,2.0,2.000,0.56309
05.01.2023,08.01.2023,2345,4,27,2.0,3.500,0.9854075
04.01.2023,08.01.2023,1774,5,54,1.0,2.500,0.5876775
02.01.2023,04.01.2023,1075,1,77,1.0,3.000,1.32462
07.01.2023,10.01.2023,3335,7,53,1.0,3.000,0.705213
09.01.2023,10.01.2023,4649,6,54,1.0,2.500,0.5876775
27.01.2023,30.01.2023,15438,2,50,1.0,2.500,0.5876775
28.01.2023,01.02.2023,15689,4,42,1.0,2.500,0.5876775
21.01.2023,24.01.2023,11573,6,56,2.0,2.550,0.59943105
08.01.2023,11.01.2023,3904,5,57,1.0,3.100,0.7287201
01.01.2023,02.01.2023,145,5,50,2.0,2.500,0.5876775
15.01.2023,18.01.2023,8165,7,49,2.0,3.000,0.705213
19.01.2023,23.01.2023,10639,6,6,1.0,21.000,11.645487000000001
21.01.2023,24.01.2023,11872,5,50,2.0,2.500,0.5876775
27.01.2023,30.01.2023,15122,2,38,1.0,3.750,1.0557937499999999
30.01.2023,31.01.2023,16774,6,82,1.0,12.000,8.81484
28.01.2023,30.01.2023,15578,1,40,1.0,3.750,1.0557937499999999
08.01.2023,11.01.2023,3957,4,38,1.0,3.750,1.0557937499999999
18.01.2023,21.01.2023,10079,1,52,2.0,2.500,0.5876775
21.01.2023,24.01.2023,11986,2,29,2.0,2.500,0.7038625
08.01.2023,09.01.2023,4189,4,39,2.0,4.250,1.19656625
20.01.2023,24.01.2023,10895,7,36,2.0,3.750,1.0557937499999999
09.01.2023,12.01.2023,4522,5,46,2.0,2.500,0.5876775
17.01.2023,20.01.2023,9671,6,28,2.0,2.000,0.56309
29.01.2023,31.01.2023,16334,1,39,2.0,4.250,1.19656625
19.01.2023,22.01.2023,10628,3,50,1.0,2.500,0.5876775
11.01.2023,12.01.2023,5940,7,71,0.0,3.750,1.655775
28.01.2023,30.01.2023,15837,7,37,1.0,3.000,0.844635
03.01.2023,04.01.2023,1533,2,32,1.0,3.000,0.844635
01.01.2023,02.01.2023,261,4,57,1.0,3.100,0.7287201
08.01.2023,11.01.2023,4007,2,63,3.0,0.800,0.36363680000000004
12.01.2023,15.01.2023,6648,7,76,1.0,3.500,1.54539
01.01.2023,04.01.2023,223,6,72,1.0,3.250,1.4350049999999999
31.01.2023,03.02.2023,16915,2,58,1.0,3.500,1.2409109999999999
18.01.2023,21.01.2023,9784,1,64,1.0,0.800,0.36363680000000004
12.01.2023,15.01.2023,6286,5,36,1.0,3.750,1.0557937499999999
12.01.2023,17.01.2023,6300,7,72,1.0,3.250,1.4350049999999999
14.01.2023,16.01.2023,7435,3,27,2.0,3.500,0.9854075
04.01.2023,07.01.2023,1991,7,35,2.0,3.100,0.8727895
23.01.2023,26.01.2023,12949,1,46,2.0,2.500,0.5876775
16.01.2023,17.01.2023,9055,6,43,1.0,3.000,0.705213
05.01.2023,10.01.2023,2585,7,44,2.0,2.500,0.5876775
04.01.2023,06.01.2023,1841,1,50,2.0,2.500,0.5876775
24.01.2023,27.01.2023,13475,6,53,2.0,3.000,0.705213
13.01.2023,18.01.2023,6763,5,47,2.0,3.000,0.705213
24.01.2023,26.01.2023,13407,4,55,2.0,4.000,0.940284
26.01.2023,30.01.2023,14362,7,33,2.0,3.500,0.9854075
19.01.2023,23.01.2023,10505,4,84,1.0,0.800,0.36363680000000004
16.01.2023,18.01.2023,9009,4,74,1.0,3.500,1.54539
30.01.2023,02.02.2023,16881,1,52,2.0,2.500,0.5876775
09.01.2023,11.01.2023,4827,1,61,2.0,4.750,1.6840935
04.01.2023,07.01.2023,1800,1,36,2.0,3.750,1.0557937499999999
21.01.2023,24.01.2023,11811,1,39,2.0,4.250,1.19656625
10.01.2023,11.01.2023,5036,5,65,2.0,0.800,0.36363680000000004
19.01.2023,22.01.2023,10827,2,32,1.0,3.000,0.844635
19.01.2023,24.01.2023,10289,5,73,1.0,3.750,1.655775
02.01.2023,04.01.2023,817,3,46,1.0,2.500,0.5876775
10.01.2023,12.01.2023,5101,5,52,1.0,2.500,0.5876775
20.01.2023,22.01.2023,11410,5,8,1.0,45.000,24.954615
11.01.2023,15.01.2023,5955,7,56,1.0,2.550,0.59943105
26.01.2023,27.01.2023,14802,3,51,2.0,3.000,0.705213
12.01.2023,17.01.2023,6207,4,28,1.0,2.000,0.56309
15.01.2023,17.01.2023,8322,1,42,2.0,2.500,0.5876775
19.01.2023,24.01.2023,10446,4,33,2.0,3.500,0.9854075
13.01.2023,16.01.2023,6715,6,37,2.0,3.000,0.844635
10.01.2023,12.01.2023,5274,1,36,1.0,3.750,1.0557937499999999
29.01.2023,31.01.2023,16137,6,25,2.0,2.200,0.619399
12.01.2023,16.01.2023,6369,7,36,2.0,3.750,1.0557937499999999
01.01.2023,02.01.2023,244,6,60,2.0,3.750,1.3295474999999999
12.01.2023,14.01.2023,6335,7,73,1.0,3.750,1.655775
06.01.2023,09.01.2023,null,5,45,1.0,3.000,0.705213
11.01.2023,13.01.2023,6109,5,26,1.0,3.000,0.844635
04.01.2023,07.01.2023,1802,2,31,1.0,2.200,0.619399
11.01.2023,14.01.2023,5644,7,35,1.0,3.100,0.8727895
03.01.2023,06.01.2023,1318,1,30,2.0,3.000,0.844635
22.01.2023,25.01.2023,12067,6,38,3.0,3.750,1.0557937499999999
16.01.2023,18.01.2023,8592,3,31,2.0,2.200,0.619399
24.01.2023,26.01.2023,13387,5,33,1.0,3.500,0.9854075
08.01.2023,09.01.2023,4091,6,79,1.0,3.750,1.655775
11.01.2023,13.01.2023,5559,7,78,1.0,4.500,1.9869299999999999
30.01.2023,31.01.2023,16870,6,69,1.0,3.250,1.4350049999999999
19.01.2023,24.01.2023,10792,2,25,2.0,2.200,0.619399
30.01.2023,02.02.2023,16699,5,64,2.0,0.800,0.36363680000000004
16.01.2023,19.01.2023,8583,1,35,0.0,3.100,0.8727895
02.01.2023,05.01.2023,1065,4,44,1.0,2.500,0.5876775
20.01.2023,21.01.2023,11014,7,23,1.0,2.500,0.7038625
06.01.2023,11.01.2023,3078,7,42,1.0,2.500,0.5876775
19.01.2023,22.01.2023,10775,6,42,0.0,2.500,0.5876775
17.01.2023,18.01.2023,9532,1,56,1.0,2.550,0.59943105
30.01.2023,02.02.2023,16431,6,2,0.0,18.000,9.981846
31.01.2023,01.02.2023,17074,6,26,2.0,3.000,0.844635
01.01.2023,04.01.2023,97,1,59,1.0,4.500,1.595457
29.01.2023,31.01.2023,16319,6,72,1.0,3.250,1.4350049999999999
20.01.2023,23.01.2023,null,6,69,1.0,3.250,1.4350049999999999
10.01.2023,13.01.2023,5210,6,69,1.0,3.250,1.4350049999999999
12.01.2023,15.01.2023,6419,1,29,2.0,2.500,0.7038625
08.01.2023,09.01.2023,4192,2,41,2.0,4.250,1.19656625
26.01.2023,30.01.2023,14737,4,28,2.0,2.000,0.56309
20.01.2023,25.01.2023,11312,1,61,2.0,4.750,1.6840935
03.01.2023,04.01.2023,1270,1,71,1.0,3.750,1.655775
05.01.2023,08.01.2023,2540,6,49,1.0,3.000,0.705213
03.01.2023,04.01.2023,1160,7,44,2.0,2.500,0.5876775
01.01.2023,04.01.2023,2,2,57,2.0,3.100,0.7287201
16.01.2023,19.01.2023,9113,6,28,1.0,2.000,0.56309
02.01.2023,03.01.2023,1105,1,74,0.0,3.500,1.54539
04.01.2023,07.01.2023,1730,1,27,0.0,3.500,0.9854075
18.01.2023,21.01.2023,null,2,65,2.0,0.800,0.36363680000000004
25.01.2023,26.01.2023,14299,1,25,2.0,2.200,0.619399
06.01.2023,11.01.2023,3226,6,36,0.0,3.750,1.0557937499999999
25.01.2023,30.01.2023,13799,6,73,1.0,3.750,1.655775
24.01.2023,25.01.2023,13158,5,37,1.0,3.000,0.844635
09.01.2023,10.01.2023,4520,2,42,2.0,2.500,0.5876775
29.01.2023,30.01.2023,15964,7,34,1.0,2.450,0.68978525
02.01.2023,04.01.2023,792,5,31,1.0,2.200,0.619399
28.01.2023,29.01.2023,15655,5,33,2.0,3.500,0.9854075
12.01.2023,15.01.2023,6281,6,31,2.0,2.200,0.619399
03.01.2023,06.01.2023,1262,5,69,1.0,3.250,1.4350049999999999
03.01.2023,04.01.2023,1294,4,61,2.0,4.750,1.6840935
13.01.2023,16.01.2023,6744,4,54,2.0,2.500,0.5876775
03.01.2023,05.01.2023,1678,7,71,1.0,3.750,1.655775
20.01.2023,21.01.2023,11242,6,42,0.0,2.500,0.5876775
23.01.2023,24.01.2023,null,2,73,1.0,3.750,1.655775
08.01.2023,11.01.2023,4399,3,32,0.0,3.000,0.844635
21.01.2023,22.01.2023,12010,1,32,2.0,3.000,0.844635
28.01.2023,30.01.2023,15904,7,24,2.0,3.000,0.844635
04.01.2023,07.01.2023,1768,7,24,2.0,3.000,0.844635
27.01.2023,29.01.2023,15298,1,31,2.0,2.200,0.619399
24.01.2023,27.01.2023,13699,7,30,2.0,3.000,0.844635
02.01.2023,04.01.2023,691,2,26,2.0,3.000,0.844635
20.01.2023,24.01.2023,11115,6,64,1.0,0.800,0.36363680000000004
10.01.2023,11.01.2023,5464,5,76,1.0,3.500,1.54539
08.01.2023,09.01.2023,4303,7,69,1.0,3.250,1.4350049999999999
25.01.2023,28.01.2023,13953,4,40,1.0,3.750,1.0557937499999999
11.01.2023,15.01.2023,5948,2,52,2.0,2.500,0.5876775
18.01.2023,23.01.2023,10054,4,28,2.0,2.000,0.56309
19.01.2023,22.01.2023,10509,7,65,2.0,0.800,0.36363680000000004
31.01.2023,03.02.2023,17221,5,29,2.0,2.500,0.7038625
08.01.2023,11.01.2023,4266,2,40,2.0,3.750,1.0557937499999999
14.01.2023,16.01.2023,7487,4,24,1.0,3.000,0.844635
12.01.2023,17.01.2023,6334,7,49,2.0,3.000,0.705213
19.01.2023,21.01.2023,10589,6,9,1.0,22.500,12.4773075
30.01.2023,31.01.2023,16852,7,22,1.0,2.000,0.56309
16.01.2023,17.01.2023,8900,7,41,1.0,4.250,1.19656625
01.01.2023,04.01.2023,324,2,30,2.0,3.000,0.844635
12.01.2023,16.01.2023,6175,6,40,1.0,3.750,1.0557937499999999
04.01.2023,06.01.2023,1975,4,76,1.0,3.500,1.54539
13.01.2023,16.01.2023,7224,6,27,2.0,3.500,0.9854075
25.01.2023,28.01.2023,13983,2,34,2.0,2.450,0.68978525
05.01.2023,08.01.2023,2621,6,45,0.0,3.000,0.705213
02.01.2023,05.01.2023,1055,5,32,1.0,3.000,0.844635
22.01.2023,23.01.2023,12508,7,50,1.0,2.500,0.5876775
06.01.2023,10.01.2023,3051,2,44,2.0,2.500,0.5876775
02.01.2023,05.01.2023,930,1,51,2.0,3.000,0.705213
10.01.2023,12.01.2023,5549,5,51,2.0,3.000,0.705213
08.01.2023,09.01.2023,4402,6,50,2.0,2.500,0.5876775
