Data zamówienia,Data księgowania,ID Zamówienia,Sklep ID,Produkt ID,Liczba jednostek,Cena jednostkowa,Cena zakupu
08.05.2023,09.05.2023,88786,7,35,2.0,3.100,0.8727895
25.05.2023,30.05.2023,107438,6,52,2.0,2.500,0.5876775
13.05.2023,14.05.2023,93823,2,28,2.0,2.000,0.56309
27.05.2023,28.05.2023,109561,7,26,1.0,3.000,0.844635
15.05.2023,17.05.2023,95552,1,87,1.0,3.000,0.844635
27.05.2023,30.05.2023,109753,5,50,1.0,2.500,0.5876775
31.05.2023,01.06.2023,113748,1,37,1.0,3.000,0.844635
07.05.2023,09.05.2023,87366,5,73,1.0,3.750,1.655775
22.05.2023,25.05.2023,103985,5,37,1.0,3.000,0.844635
01.05.2023,02.05.2023,80605,1,47,1.0,3.000,0.705213
22.05.2023,23.05.2023,104427,2,30,0.0,3.000,0.844635
29.05.2023,31.05.2023,111665,2,53,1.0,3.000,0.705213
10.05.2023,11.05.2023,90660,6,56,2.0,2.550,0.59943105
26.05.2023,28.05.2023,108759,2,25,1.0,2.200,0.619399
02.05.2023,05.05.2023,82333,6,47,2.0,3.000,0.705213
16.05.2023,18.05.2023,97052,3,22,1.0,2.000,0.56309
30.05.2023,01.06.2023,112373,1,39,1.0,4.250,1.19656625
04.05.2023,05.05.2023,84119,4,31,1.0,2.200,0.619399
25.05.2023,28.05.2023,107756,1,56,1.0,2.550,0.59943105
18.05.2023,20.05.2023,99144,7,25,1.0,2.200,0.619399
28.05.2023,29.05.2023,110841,6,51,2.0,3.000,0.705213
13.05.2023,15.05.2023,94165,4,37,2.0,3.000,0.844635
30.05.2023,02.06.2023,112961,5,79,1.0,3.750,1.655775
25.05.2023,27.05.2023,107307,6,69,1.0,3.250,1.4350049999999999
18.05.2023,22.05.2023,99269,5,58,0.0,3.500,1.2409109999999999
25.05.2023,29.05.2023,106844,7,72,1.0,3.250,1.4350049999999999
31.05.2023,03.06.2023,114012,2,64,1.0,0.800,0.36363680000000004
27.05.2023,28.05.2023,109782,6,78,1.0,4.500,1.9869299999999999
07.05.2023,10.05.2023,86776,4,72,1.0,3.250,1.4350049999999999
08.05.2023,09.05.2023,87774,6,64,0.0,0.800,0.36363680000000004
22.05.2023,25.05.2023,104472,6,76,1.0,3.500,1.54539
28.05.2023,31.05.2023,110118,7,36,1.0,3.750,1.0557937499999999
06.05.2023,09.05.2023,85809,7,48,2.0,2.500,0.5876775
24.05.2023,26.05.2023,106101,6,64,2.0,0.800,0.36363680000000004
06.05.2023,08.05.2023,86004,4,29,2.0,2.500,0.7038625
02.05.2023,04.05.2023,82070,7,28,2.0,2.000,0.56309
27.05.2023,28.05.2023,109374,6,64,2.0,0.800,0.36363680000000004
31.05.2023,05.06.2023,113877,6,36,2.0,3.750,1.0557937499999999
17.05.2023,18.05.2023,98468,7,71,1.0,3.750,1.655775
20.05.2023,21.05.2023,102375,6,29,1.0,2.500,0.7038625
09.05.2023,12.05.2023,89275,1,71,1.0,3.750,1.655775
05.05.2023,06.05.2023,84848,6,43,1.0,3.000,0.705213
15.05.2023,18.05.2023,96103,7,26,1.0,3.000,0.844635
27.05.2023,29.05.2023,null,7,73,1.0,3.750,1.655775
22.05.2023,24.05.2023,103977,1,37,1.0,3.000,0.844635
21.05.2023,22.05.2023,103231,2,55,0.0,4.000,0.940284
04.05.2023,05.05.2023,83674,6,55,2.0,4.000,0.940284
17.05.2023,20.05.2023,98841,5,49,2.0,3.000,0.705213
04.05.2023,06.05.2023,84307,2,57,1.0,3.100,0.7287201
16.05.2023,19.05.2023,97622,6,45,2.0,3.000,0.705213
19.05.2023,22.05.2023,100792,7,43,2.0,3.000,0.705213
28.05.2023,29.05.2023,110560,7,28,1.0,2.000,0.56309
22.05.2023,24.05.2023,103509,4,87,3.0,3.000,0.844635
03.05.2023,04.05.2023,83212,2,78,1.0,4.500,1.9869299999999999
22.05.2023,24.05.2023,103690,4,71,1.0,3.750,1.655775
14.05.2023,17.05.2023,94855,6,11,1.0,8.950,2.9756243999999996
20.05.2023,23.05.2023,101555,6,59,1.0,4.500,1.595457
19.05.2023,20.05.2023,100707,6,3,1.0,14.750,8.17956825
13.05.2023,15.05.2023,93423,7,59,1.0,4.500,1.595457
20.05.2023,22.05.2023,102135,6,76,1.0,3.500,1.54539
16.05.2023,18.05.2023,97708,3,78,1.0,4.500,1.9869299999999999
20.05.2023,22.05.2023,102084,7,76,1.0,3.500,1.54539
07.05.2023,08.05.2023,87144,6,39,2.0,4.250,1.19656625
29.05.2023,30.05.2023,111762,7,28,2.0,2.000,0.56309
26.05.2023,29.05.2023,108780,7,84,2.0,0.800,0.36363680000000004
21.05.2023,24.05.2023,103377,7,61,2.0,4.750,1.6840935
05.05.2023,09.05.2023,85464,6,58,2.0,3.500,1.2409109999999999
27.05.2023,30.05.2023,109318,5,38,0.0,3.750,1.0557937499999999
01.05.2023,04.05.2023,80866,3,46,0.0,2.500,0.5876775
14.05.2023,16.05.2023,94942,1,38,2.0,3.750,1.0557937499999999
25.05.2023,27.05.2023,107485,6,87,2.0,2.100,0.5912445
04.05.2023,07.05.2023,84181,1,73,1.0,3.750,1.655775
30.05.2023,02.06.2023,112971,1,42,1.0,2.500,0.5876775
14.05.2023,16.05.2023,94927,6,50,1.0,2.500,0.5876775
30.05.2023,31.05.2023,112055,1,48,0.0,2.500,0.5876775
11.05.2023,12.05.2023,92133,7,53,1.0,3.000,0.705213
01.05.2023,02.05.2023,81053,3,34,1.0,2.450,0.68978525
03.05.2023,06.05.2023,83001,4,35,1.0,3.100,0.8727895
27.05.2023,29.05.2023,109831,7,57,1.0,3.100,0.7287201
03.05.2023,05.05.2023,83439,1,57,0.0,3.100,0.7287201
08.05.2023,09.05.2023,88096,4,53,2.0,3.000,0.705213
30.05.2023,01.06.2023,null,4,43,2.0,3.000,0.705213
28.05.2023,30.05.2023,110860,7,34,1.0,2.450,0.68978525
03.05.2023,07.05.2023,82609,4,87,2.0,3.000,0.844635
30.05.2023,02.06.2023,112944,1,74,1.0,3.500,1.54539
03.05.2023,07.05.2023,83072,1,27,1.0,3.500,0.9854075
19.05.2023,23.05.2023,100867,7,33,1.0,3.500,0.9854075
17.05.2023,18.05.2023,98777,4,69,1.0,3.250,1.4350049999999999
07.05.2023,08.05.2023,87388,1,38,1.0,3.750,1.0557937499999999
15.05.2023,17.05.2023,95492,1,70,1.0,3.250,1.4350049999999999
20.05.2023,23.05.2023,101846,7,40,1.0,3.750,1.0557937499999999
09.05.2023,12.05.2023,89547,2,21,1.0,13.330,9.63281786
20.05.2023,23.05.2023,101356,4,14,1.0,8.950,2.9756243999999996
24.05.2023,26.05.2023,105777,2,46,2.0,2.500,0.5876775
02.05.2023,05.05.2023,82307,5,36,2.0,3.750,1.0557937499999999
16.05.2023,19.05.2023,null,5,35,2.0,3.100,0.8727895
09.05.2023,12.05.2023,88986,5,54,2.0,2.500,0.5876775
08.05.2023,11.05.2023,87763,5,63,2.0,0.800,0.36363680000000004
03.05.2023,07.05.2023,83306,4,35,2.0,3.100,0.8727895
16.05.2023,18.05.2023,97615,1,41,2.0,4.250,1.19656625
18.05.2023,21.05.2023,99446,3,52,2.0,2.500,0.5876775
17.05.2023,18.05.2023,98064,7,25,2.0,2.200,0.619399
02.05.2023,04.05.2023,82497,1,58,2.0,3.500,1.2409109999999999
05.05.2023,08.05.2023,85404,7,49,0.0,3.000,0.705213
19.05.2023,20.05.2023,100521,4,77,0.0,3.000,1.32462
27.05.2023,29.05.2023,109819,4,73,1.0,3.750,1.655775
15.05.2023,17.05.2023,95941,5,50,1.0,2.500,0.5876775
04.05.2023,05.05.2023,84268,5,49,1.0,3.000,0.705213
18.05.2023,22.05.2023,99104,5,56,2.0,2.550,0.59943105
09.05.2023,10.05.2023,89259,2,22,1.0,2.000,0.56309
27.05.2023,30.05.2023,109015,7,51,2.0,3.000,0.705213
07.05.2023,09.05.2023,87171,7,47,2.0,3.000,0.705213
10.05.2023,12.05.2023,91110,5,55,1.0,4.000,0.940284
22.05.2023,24.05.2023,103569,1,53,2.0,3.000,0.705213
22.05.2023,23.05.2023,103993,7,44,2.0,2.500,0.5876775
02.05.2023,05.05.2023,82466,2,49,0.0,3.000,0.705213
21.05.2023,24.05.2023,103217,4,31,1.0,2.200,0.619399
02.05.2023,05.05.2023,82299,1,56,2.0,2.550,0.59943105
21.05.2023,22.05.2023,102831,3,33,2.0,3.500,0.9854075
20.05.2023,22.05.2023,102114,7,39,3.0,4.250,1.19656625
06.05.2023,08.05.2023,85859,6,37,2.0,3.000,0.844635
09.05.2023,11.05.2023,89653,5,32,2.0,3.000,0.844635
07.05.2023,09.05.2023,87408,5,84,1.0,0.800,0.36363680000000004
31.05.2023,03.06.2023,113810,4,69,1.0,3.250,1.4350049999999999
24.05.2023,26.05.2023,106241,1,27,2.0,3.500,0.9854075
02.05.2023,03.05.2023,81651,7,41,2.0,4.250,1.19656625
19.05.2023,21.05.2023,100281,5,25,0.0,2.200,0.619399
20.05.2023,23.05.2023,102098,1,50,1.0,2.500,0.5876775
28.05.2023,29.05.2023,110440,3,71,1.0,3.750,1.655775
08.05.2023,10.05.2023,88249,7,46,1.0,2.500,0.5876775
14.05.2023,17.05.2023,null,1,54,0.0,2.500,0.5876775
14.05.2023,15.05.2023,94830,1,30,1.0,3.000,0.844635
19.05.2023,24.05.2023,100427,7,42,1.0,2.500,0.5876775
28.05.2023,29.05.2023,110387,7,54,1.0,2.500,0.5876775
25.05.2023,29.05.2023,107131,4,52,1.0,2.500,0.5876775
21.05.2023,23.05.2023,102836,2,52,1.0,2.500,0.5876775
03.05.2023,07.05.2023,83544,1,46,1.0,2.500,0.5876775
19.05.2023,22.05.2023,100379,7,24,1.0,3.000,0.844635
10.05.2023,12.05.2023,90193,2,77,1.0,3.000,1.32462
05.05.2023,09.05.2023,85068,1,71,1.0,3.750,1.655775
20.05.2023,23.05.2023,102048,2,61,0.0,4.750,1.6840935
26.05.2023,31.05.2023,108103,1,56,0.0,2.550,0.59943105
22.05.2023,24.05.2023,103575,1,28,1.0,2.000,0.56309
16.05.2023,19.05.2023,97573,4,53,2.0,3.000,0.705213
22.05.2023,24.05.2023,103621,6,44,2.0,2.500,0.5876775
16.05.2023,18.05.2023,97247,6,4,1.0,20.450,11.34048615
08.05.2023,11.05.2023,88316,7,39,1.0,4.250,1.19656625
27.05.2023,28.05.2023,109101,1,28,1.0,2.000,0.56309
27.05.2023,30.05.2023,null,2,26,2.0,3.000,0.844635
25.05.2023,27.05.2023,107334,5,56,3.0,2.550,0.59943105
12.05.2023,17.05.2023,93013,1,72,1.0,3.250,1.4350049999999999
09.05.2023,12.05.2023,89418,4,38,1.0,3.750,1.0557937499999999
23.05.2023,24.05.2023,104864,4,71,1.0,3.750,1.655775
10.05.2023,12.05.2023,90493,7,76,1.0,3.500,1.54539
27.05.2023,30.05.2023,110062,7,33,0.0,3.500,0.9854075
29.05.2023,01.06.2023,111826,5,75,1.0,3.500,1.54539
28.05.2023,29.05.2023,111096,6,39,2.0,4.250,1.19656625
13.05.2023,15.05.2023,94255,2,40,2.0,3.750,1.0557937499999999
13.05.2023,15.05.2023,94384,5,25,2.0,2.200,0.619399
28.05.2023,30.05.2023,110936,6,51,1.0,3.000,0.705213
20.05.2023,22.05.2023,102285,5,46,1.0,2.500,0.5876775
19.05.2023,24.05.2023,100478,4,73,1.0,3.750,1.655775
03.05.2023,07.05.2023,83389,1,52,1.0,2.500,0.5876775
31.05.2023,03.06.2023,113996,2,45,1.0,3.000,0.705213
06.05.2023,08.05.2023,86105,2,45,1.0,3.000,0.705213
12.05.2023,17.05.2023,93183,6,50,1.0,2.500,0.5876775
15.05.2023,18.05.2023,96474,2,29,1.0,2.500,0.7038625
13.05.2023,17.05.2023,93894,5,73,1.0,3.750,1.655775
24.05.2023,27.05.2023,106108,4,31,1.0,2.200,0.619399
04.05.2023,07.05.2023,84151,5,56,2.0,2.550,0.59943105
31.05.2023,05.06.2023,113353,5,47,2.0,3.000,0.705213
29.05.2023,31.05.2023,111183,4,45,2.0,3.000,0.705213
10.05.2023,11.05.2023,90092,7,53,2.0,3.000,0.705213
25.05.2023,29.05.2023,107167,2,55,2.0,4.000,0.940284
05.05.2023,09.05.2023,85576,1,37,2.0,3.000,0.844635
02.05.2023,05.05.2023,81743,4,24,2.0,3.000,0.844635
27.05.2023,30.05.2023,null,4,36,3.0,3.750,1.0557937499999999
08.05.2023,10.05.2023,88824,2,84,1.0,0.800,0.36363680000000004
20.05.2023,21.05.2023,101484,4,27,1.0,3.500,0.9854075
09.05.2023,12.05.2023,89967,6,82,1.0,12.000,8.81484
13.05.2023,14.05.2023,93571,5,78,1.0,4.500,1.9869299999999999
22.05.2023,25.05.2023,103785,5,23,2.0,2.500,0.7038625
18.05.2023,22.05.2023,99686,7,22,2.0,2.000,0.56309
11.05.2023,16.05.2023,91722,1,40,2.0,3.750,1.0557937499999999
09.05.2023,11.05.2023,89711,5,58,0.0,3.500,1.2409109999999999
05.05.2023,08.05.2023,85447,7,61,2.0,4.750,1.6840935
09.05.2023,10.05.2023,89670,5,64,2.0,0.800,0.36363680000000004
31.05.2023,04.06.2023,113769,7,35,2.0,3.100,0.8727895
19.05.2023,24.05.2023,101011,6,43,2.0,3.000,0.705213
25.05.2023,28.05.2023,107021,5,52,1.0,2.500,0.5876775
27.05.2023,31.05.2023,109372,5,29,1.0,2.500,0.7038625
13.05.2023,15.05.2023,93709,6,71,1.0,3.750,1.655775
22.05.2023,24.05.2023,104466,6,30,1.0,3.000,0.844635
27.05.2023,31.05.2023,109757,7,73,0.0,3.750,1.655775
22.05.2023,24.05.2023,104486,5,43,1.0,3.000,0.705213
23.05.2023,24.05.2023,105242,7,51,1.0,3.000,0.705213
06.05.2023,07.05.2023,86295,1,44,0.0,2.500,0.5876775
06.05.2023,07.05.2023,86394,6,71,1.0,3.750,1.655775
05.05.2023,09.05.2023,84864,1,45,1.0,3.000,0.705213
31.05.2023,03.06.2023,113107,1,45,1.0,3.000,0.705213
11.05.2023,12.05.2023,91201,4,31,1.0,2.200,0.619399
30.05.2023,31.05.2023,112539,5,31,1.0,2.200,0.619399
16.05.2023,17.05.2023,96813,2,61,1.0,4.750,1.6840935
16.05.2023,17.05.2023,97505,7,55,1.0,4.000,0.940284
17.05.2023,22.05.2023,98309,6,31,1.0,2.200,0.619399
30.05.2023,02.06.2023,112229,5,37,2.0,3.000,0.844635
02.05.2023,03.05.2023,81547,6,33,2.0,3.500,0.9854075
25.05.2023,28.05.2023,107357,2,32,2.0,3.000,0.844635
25.05.2023,26.05.2023,107035,4,23,3.0,2.500,0.7038625
16.05.2023,17.05.2023,96981,1,78,1.0,4.500,1.9869299999999999
26.05.2023,31.05.2023,107977,1,76,1.0,3.500,1.54539
30.05.2023,01.06.2023,112748,4,63,1.0,0.800,0.36363680000000004
24.05.2023,26.05.2023,105980,4,69,1.0,3.250,1.4350049999999999
01.05.2023,02.05.2023,81097,4,70,1.0,3.250,1.4350049999999999
16.05.2023,19.05.2023,97440,4,70,1.0,3.250,1.4350049999999999
25.05.2023,28.05.2023,107486,4,72,2.0,3.250,1.4350049999999999
19.05.2023,20.05.2023,100293,2,46,1.0,2.500,0.5876775
15.05.2023,18.05.2023,95870,5,71,1.0,3.750,1.655775
18.05.2023,21.05.2023,99288,3,30,1.0,3.000,0.844635
22.05.2023,24.05.2023,104016,6,73,1.0,3.750,1.655775
21.05.2023,22.05.2023,103400,5,50,1.0,2.500,0.5876775
04.05.2023,06.05.2023,83772,1,30,0.0,3.000,0.844635
28.05.2023,29.05.2023,110710,2,25,1.0,2.200,0.619399
23.05.2023,25.05.2023,105625,1,57,1.0,3.100,0.7287201
13.05.2023,14.05.2023,93918,6,49,2.0,3.000,0.705213
05.05.2023,07.05.2023,84736,5,57,1.0,3.100,0.7287201
12.05.2023,16.05.2023,92794,4,34,1.0,2.450,0.68978525
06.05.2023,10.05.2023,85877,4,28,1.0,2.000,0.56309
25.05.2023,28.05.2023,107063,7,39,1.0,4.250,1.19656625
22.05.2023,24.05.2023,103989,1,33,2.0,3.500,0.9854075
02.05.2023,03.05.2023,82305,4,32,2.0,3.000,0.844635
22.05.2023,24.05.2023,103526,3,19,0.0,6.400,4.6249088
10.05.2023,14.05.2023,91000,4,60,1.0,3.750,1.3295474999999999
21.05.2023,22.05.2023,102815,7,71,1.0,3.750,1.655775
06.05.2023,10.05.2023,86417,5,76,1.0,3.500,1.54539
01.05.2023,03.05.2023,81374,5,36,1.0,3.750,1.0557937499999999
12.05.2023,15.05.2023,92336,7,63,2.0,0.800,0.36363680000000004
17.05.2023,19.05.2023,98542,4,58,2.0,3.500,1.2409109999999999
02.05.2023,04.05.2023,81546,6,22,2.0,2.000,0.56309
18.05.2023,20.05.2023,99290,6,65,2.0,0.800,0.36363680000000004
05.05.2023,08.05.2023,85411,6,27,2.0,3.500,0.9854075
08.05.2023,09.05.2023,88028,5,63,2.0,0.800,0.36363680000000004
07.05.2023,09.05.2023,87381,4,38,2.0,3.750,1.0557937499999999
13.05.2023,15.05.2023,93285,5,84,2.0,0.800,0.36363680000000004
08.05.2023,09.05.2023,88038,5,48,2.0,2.500,0.5876775
14.05.2023,15.05.2023,95434,3,69,1.0,3.250,1.4350049999999999
20.05.2023,23.05.2023,101956,5,25,0.0,2.200,0.619399
01.05.2023,02.05.2023,80914,1,71,1.0,3.750,1.655775
14.05.2023,15.05.2023,94892,1,32,1.0,3.000,0.844635
14.05.2023,16.05.2023,95169,2,54,1.0,2.500,0.5876775
12.05.2023,17.05.2023,93191,6,22,1.0,2.000,0.56309
31.05.2023,03.06.2023,113080,6,49,2.0,3.000,0.705213
16.05.2023,17.05.2023,96990,1,44,2.0,2.500,0.5876775
17.05.2023,19.05.2023,98778,5,35,1.0,3.100,0.8727895
26.05.2023,30.05.2023,107915,2,61,1.0,4.750,1.6840935
19.05.2023,22.05.2023,100612,4,10,0.0,10.000,5.54547
01.05.2023,02.05.2023,80504,1,55,2.0,4.000,0.940284
17.05.2023,18.05.2023,98134,4,56,1.0,2.550,0.59943105
03.05.2023,06.05.2023,83140,1,39,1.0,4.250,1.19656625
24.05.2023,27.05.2023,106160,4,31,2.0,2.200,0.619399
13.05.2023,15.05.2023,94248,4,24,2.0,3.000,0.844635
12.05.2023,15.05.2023,93102,6,40,1.0,3.750,1.0557937499999999
10.05.2023,11.05.2023,90306,7,38,1.0,3.750,1.0557937499999999
18.05.2023,21.05.2023,99485,7,27,0.0,3.500,0.9854075
24.05.2023,27.05.2023,106557,1,58,1.0,3.500,1.2409109999999999
17.05.2023,19.05.2023,98206,6,13,1.0,8.950,2.9756243999999996
18.05.2023,21.05.2023,null,5,78,0.0,4.500,1.9869299999999999
01.05.2023,03.05.2023,81295,5,60,0.0,3.750,1.3295474999999999
26.05.2023,28.05.2023,108391,4,40,2.0,3.750,1.0557937499999999
30.05.2023,02.06.2023,112870,6,34,2.0,2.450,0.68978525
04.05.2023,07.05.2023,84305,4,25,0.0,2.200,0.619399
14.05.2023,15.05.2023,95288,2,59,2.0,4.500,1.595457
21.05.2023,22.05.2023,103183,4,22,2.0,2.000,0.56309
07.05.2023,08.05.2023,87569,4,35,2.0,3.100,0.8727895
26.05.2023,28.05.2023,108531,1,52,1.0,2.500,0.5876775
31.05.2023,03.06.2023,113916,7,53,1.0,3.000,0.705213
20.05.2023,21.05.2023,101449,4,46,1.0,2.500,0.5876775
10.05.2023,12.05.2023,90550,4,43,1.0,3.000,0.705213
27.05.2023,28.05.2023,108977,1,30,1.0,3.000,0.844635
07.05.2023,10.05.2023,86723,6,46,1.0,2.500,0.5876775
03.05.2023,06.05.2023,82874,7,43,1.0,3.000,0.705213
04.05.2023,07.05.2023,84506,6,46,1.0,2.500,0.5876775
12.05.2023,14.05.2023,92449,5,51,1.0,3.000,0.705213
10.05.2023,11.05.2023,90090,3,46,1.0,2.500,0.5876775
01.05.2023,03.05.2023,81263,1,46,1.0,2.500,0.5876775
17.05.2023,19.05.2023,98742,6,6,1.0,21.000,11.645487000000001
31.05.2023,03.06.2023,113701,3,44,2.0,2.500,0.5876775
06.05.2023,08.05.2023,85749,6,31,1.0,2.200,0.619399
08.05.2023,09.05.2023,87793,6,45,2.0,3.000,0.705213
17.05.2023,19.05.2023,98070,6,53,2.0,3.000,0.705213
19.05.2023,23.05.2023,100901,5,41,0.0,4.250,1.19656625
23.05.2023,26.05.2023,104888,5,31,2.0,2.200,0.619399
01.05.2023,04.05.2023,81193,3,37,2.0,3.000,0.844635
23.05.2023,25.05.2023,104664,5,37,3.0,3.000,0.844635
30.05.2023,02.06.2023,112681,6,74,1.0,3.500,1.54539
24.05.2023,29.05.2023,106438,6,58,1.0,3.500,1.2409109999999999
03.05.2023,06.05.2023,83318,7,75,1.0,3.500,1.54539
08.05.2023,09.05.2023,87769,7,63,1.0,0.800,0.36363680000000004
11.05.2023,14.05.2023,91264,6,69,1.0,3.250,1.4350049999999999
24.05.2023,26.05.2023,105929,1,27,1.0,3.500,0.9854075
08.05.2023,09.05.2023,87889,7,15,1.0,9.250,3.075366
12.05.2023,14.05.2023,92382,6,59,1.0,4.500,1.595457
18.05.2023,20.05.2023,99639,7,48,0.0,2.500,0.5876775
29.05.2023,30.05.2023,111557,6,28,2.0,2.000,0.56309
13.05.2023,14.05.2023,null,1,48,2.0,2.500,0.5876775
04.05.2023,06.05.2023,84349,1,22,2.0,2.000,0.56309
08.05.2023,10.05.2023,88779,7,35,2.0,3.100,0.8727895
16.05.2023,17.05.2023,96923,4,54,2.0,2.500,0.5876775
17.05.2023,19.05.2023,98071,6,39,2.0,4.250,1.19656625
03.05.2023,06.05.2023,83283,7,54,1.0,2.500,0.5876775
18.05.2023,19.05.2023,99624,2,29,1.0,2.500,0.7038625
07.05.2023,10.05.2023,87037,4,71,1.0,3.750,1.655775
03.05.2023,06.05.2023,83533,1,53,2.0,3.000,0.705213
15.05.2023,16.05.2023,95557,7,50,2.0,2.500,0.5876775
15.05.2023,18.05.2023,96426,1,45,2.0,3.000,0.705213
03.05.2023,05.05.2023,82683,7,56,2.0,2.550,0.59943105
01.05.2023,04.05.2023,81087,6,53,2.0,3.000,0.705213
26.05.2023,27.05.2023,108545,5,26,2.0,3.000,0.844635
24.05.2023,25.05.2023,105953,7,32,3.0,3.000,0.844635
23.05.2023,24.05.2023,105029,7,30,0.0,3.000,0.844635
19.05.2023,22.05.2023,100378,4,87,2.0,3.000,0.844635
17.05.2023,20.05.2023,98121,5,31,2.0,2.200,0.619399
18.05.2023,20.05.2023,99377,6,72,1.0,3.250,1.4350049999999999
13.05.2023,14.05.2023,93950,1,38,1.0,3.750,1.0557937499999999
10.05.2023,15.05.2023,90234,1,36,1.0,3.750,1.0557937499999999
13.05.2023,15.05.2023,93548,2,70,1.0,3.250,1.4350049999999999
25.05.2023,28.05.2023,107409,5,78,1.0,4.500,1.9869299999999999
14.05.2023,15.05.2023,94727,4,70,1.0,3.250,1.4350049999999999
25.05.2023,26.05.2023,107565,1,78,1.0,4.500,1.9869299999999999
05.05.2023,09.05.2023,84862,2,72,1.0,3.250,1.4350049999999999
14.05.2023,15.05.2023,95045,1,63,1.0,0.800,0.36363680000000004
15.05.2023,17.05.2023,95844,7,27,1.0,3.500,0.9854075
