Data zamówienia,Data księgowania,ID Zamówienia,Sklep ID,Produkt ID,Liczba jednostek,Cena jednostkowa,Cena zakupu
01.04.2023,04.04.2023,55194,7,77,1.0,3.000,1.32462
28.04.2023,03.05.2023,78672,5,34,1.0,2.450,0.68978525
19.04.2023,21.04.2023,71002,6,41,1.0,4.250,1.19656625
03.04.2023,06.04.2023,57176,1,55,0.0,4.000,0.940284
22.04.2023,24.04.2023,73228,6,22,1.0,2.000,0.56309
06.04.2023,10.04.2023,59432,4,55,1.0,4.000,0.940284
07.04.2023,10.04.2023,60052,1,57,2.0,3.100,0.7287201
20.04.2023,23.04.2023,null,7,54,3.0,2.500,0.5876775
24.04.2023,26.04.2023,75103,2,53,0.0,3.000,0.705213
16.04.2023,18.04.2023,68098,3,78,1.0,4.500,1.9869299999999999
16.04.2023,17.04.2023,68435,7,17,1.0,9.500,3.158484
18.04.2023,21.04.2023,70022,7,79,1.0,3.750,1.655775
21.04.2023,26.04.2023,72453,7,79,1.0,3.750,1.655775
21.04.2023,24.04.2023,72712,5,65,0.0,0.800,0.36363680000000004
08.04.2023,12.04.2023,60867,6,78,1.0,4.500,1.9869299999999999
23.04.2023,25.04.2023,74471,1,23,2.0,2.500,0.7038625
25.04.2023,28.04.2023,75714,1,25,2.0,2.200,0.619399
05.04.2023,06.04.2023,58770,5,41,2.0,4.250,1.19656625
03.04.2023,04.04.2023,56680,7,48,2.0,2.500,0.5876775
27.04.2023,02.05.2023,77479,7,61,2.0,4.750,1.6840935
11.04.2023,12.04.2023,63816,5,28,2.0,2.000,0.56309
30.04.2023,02.05.2023,79779,1,60,2.0,3.750,1.3295474999999999
22.04.2023,23.04.2023,73556,4,64,2.0,0.800,0.36363680000000004
10.04.2023,12.04.2023,63209,1,38,2.0,3.750,1.0557937499999999
12.04.2023,13.04.2023,64601,4,39,2.0,4.250,1.19656625
25.04.2023,26.04.2023,75832,1,35,2.0,3.100,0.8727895
30.04.2023,02.05.2023,80090,6,52,2.0,2.500,0.5876775
16.04.2023,18.04.2023,null,7,37,1.0,3.000,0.844635
16.04.2023,17.04.2023,68463,7,87,1.0,3.000,0.844635
01.04.2023,04.04.2023,55159,6,77,1.0,3.000,1.32462
30.04.2023,02.05.2023,80284,1,43,1.0,3.000,0.705213
05.04.2023,07.04.2023,58821,2,45,1.0,3.000,0.705213
26.04.2023,28.04.2023,76798,6,52,1.0,2.500,0.5876775
29.04.2023,30.04.2023,79305,7,73,1.0,3.750,1.655775
26.04.2023,29.04.2023,77077,4,43,1.0,3.000,0.705213
20.04.2023,22.04.2023,71974,7,32,1.0,3.000,0.844635
13.04.2023,16.04.2023,65410,6,77,0.0,3.000,1.32462
29.04.2023,03.05.2023,79171,7,43,2.0,3.000,0.705213
07.04.2023,08.04.2023,60022,4,39,1.0,4.250,1.19656625
08.04.2023,10.04.2023,61124,7,55,1.0,4.000,0.940284
03.04.2023,04.04.2023,57061,5,53,0.0,3.000,0.705213
01.04.2023,03.04.2023,55704,6,56,2.0,2.550,0.59943105
21.04.2023,23.04.2023,72721,1,44,2.0,2.500,0.5876775
13.04.2023,18.04.2023,65804,5,25,1.0,2.200,0.619399
23.04.2023,26.04.2023,74003,1,56,0.0,2.550,0.59943105
16.04.2023,19.04.2023,68205,6,72,1.0,3.250,1.4350049999999999
29.04.2023,02.05.2023,79299,6,60,1.0,3.750,1.3295474999999999
30.04.2023,03.05.2023,79688,7,63,1.0,0.800,0.36363680000000004
08.04.2023,10.04.2023,61445,6,60,1.0,3.750,1.3295474999999999
22.04.2023,24.04.2023,72967,4,72,1.0,3.250,1.4350049999999999
22.04.2023,23.04.2023,72975,4,29,2.0,2.500,0.7038625
05.04.2023,06.04.2023,58710,1,29,2.0,2.500,0.7038625
29.04.2023,30.04.2023,null,6,34,2.0,2.450,0.68978525
01.04.2023,04.04.2023,55095,7,34,2.0,2.450,0.68978525
05.04.2023,10.04.2023,58580,1,22,2.0,2.000,0.56309
14.04.2023,19.04.2023,65949,4,29,1.0,2.500,0.7038625
11.04.2023,14.04.2023,63540,4,29,0.0,2.500,0.7038625
16.04.2023,17.04.2023,68017,4,51,1.0,3.000,0.705213
07.04.2023,10.04.2023,60296,6,45,1.0,3.000,0.705213
29.04.2023,30.04.2023,79013,7,54,1.0,2.500,0.5876775
15.04.2023,16.04.2023,67234,6,44,1.0,2.500,0.5876775
07.04.2023,09.04.2023,60094,4,26,1.0,3.000,0.844635
03.04.2023,05.04.2023,56850,1,42,2.0,2.500,0.5876775
15.04.2023,17.04.2023,66892,1,49,2.0,3.000,0.705213
06.04.2023,07.04.2023,59404,3,55,2.0,4.000,0.940284
10.04.2023,13.04.2023,63238,4,25,1.0,2.200,0.619399
13.04.2023,16.04.2023,65479,4,42,2.0,2.500,0.5876775
10.04.2023,11.04.2023,63049,2,22,1.0,2.000,0.56309
26.04.2023,29.04.2023,76686,4,87,2.0,3.000,0.844635
10.04.2023,12.04.2023,62882,6,50,1.0,2.500,0.5876775
27.04.2023,29.04.2023,77232,1,72,1.0,2.650,1.170081
26.04.2023,30.04.2023,76894,7,27,1.0,3.500,0.9854075
02.04.2023,05.04.2023,56108,1,76,1.0,3.500,1.54539
05.04.2023,09.04.2023,58729,1,75,1.0,3.500,1.54539
20.04.2023,21.04.2023,71415,1,59,1.0,4.500,1.595457
10.04.2023,11.04.2023,62899,6,84,1.0,0.800,0.36363680000000004
06.04.2023,09.04.2023,59700,4,58,1.0,3.500,1.2409109999999999
14.04.2023,16.04.2023,66501,4,58,1.0,3.500,1.2409109999999999
02.04.2023,04.04.2023,56296,7,69,0.0,3.250,1.4350049999999999
17.04.2023,18.04.2023,69177,6,84,2.0,0.800,0.36363680000000004
12.04.2023,15.04.2023,64930,4,63,2.0,0.800,0.36363680000000004
10.04.2023,12.04.2023,62903,6,27,2.0,3.500,0.9854075
09.04.2023,11.04.2023,61697,5,38,0.0,3.750,1.0557937499999999
28.04.2023,01.05.2023,78681,4,27,0.0,3.500,0.9854075
01.04.2023,04.04.2023,55839,2,87,1.0,3.000,0.844635
02.04.2023,05.04.2023,56357,6,87,1.0,3.000,0.844635
23.04.2023,24.04.2023,74154,5,32,1.0,3.000,0.844635
25.04.2023,26.04.2023,75849,5,77,1.0,3.000,1.32462
06.04.2023,07.04.2023,59471,3,57,1.0,3.100,0.7287201
19.04.2023,20.04.2023,71208,3,4,1.0,20.450,11.34048615
24.04.2023,27.04.2023,75317,4,22,1.0,2.000,0.56309
17.04.2023,20.04.2023,69113,2,24,2.0,3.000,0.844635
25.04.2023,26.04.2023,75474,5,25,3.0,2.200,0.619399
12.04.2023,16.04.2023,64487,5,32,2.0,3.000,0.844635
26.04.2023,29.04.2023,76795,4,26,2.0,3.000,0.844635
06.04.2023,08.04.2023,59148,2,39,1.0,4.250,1.19656625
20.04.2023,22.04.2023,71437,4,38,1.0,3.750,1.0557937499999999
28.04.2023,03.05.2023,78417,7,70,1.0,3.250,1.4350049999999999
19.04.2023,20.04.2023,70662,5,33,1.0,3.500,0.9854075
27.04.2023,30.04.2023,77971,6,34,2.0,2.450,0.68978525
26.04.2023,27.04.2023,76508,1,46,2.0,2.500,0.5876775
26.04.2023,01.05.2023,77164,5,53,1.0,3.000,0.705213
22.04.2023,26.04.2023,73558,7,77,1.0,3.000,1.32462
06.04.2023,08.04.2023,59160,1,42,0.0,2.500,0.5876775
14.04.2023,18.04.2023,65975,7,46,1.0,2.500,0.5876775
16.04.2023,18.04.2023,68043,6,51,1.0,3.000,0.705213
24.04.2023,26.04.2023,74708,7,73,1.0,3.750,1.655775
19.04.2023,24.04.2023,70461,4,45,0.0,3.000,0.705213
27.04.2023,02.05.2023,77643,2,51,1.0,3.000,0.705213
18.04.2023,20.04.2023,69787,1,41,1.0,4.250,1.19656625
19.04.2023,22.04.2023,70895,2,49,2.0,3.000,0.705213
07.04.2023,10.04.2023,60097,5,53,2.0,3.000,0.705213
20.04.2023,23.04.2023,71932,2,53,2.0,3.000,0.705213
07.04.2023,10.04.2023,59909,7,56,1.0,2.550,0.59943105
23.04.2023,25.04.2023,74089,1,53,2.0,3.000,0.705213
29.04.2023,02.05.2023,79612,5,50,2.0,2.500,0.5876775
13.04.2023,15.04.2023,65633,4,22,2.0,2.000,0.56309
02.04.2023,03.04.2023,56443,2,29,2.0,2.500,0.7038625
04.04.2023,07.04.2023,57640,2,39,2.0,4.250,1.19656625
15.04.2023,18.04.2023,66944,6,52,0.0,2.500,0.5876775
14.04.2023,15.04.2023,66611,4,44,1.0,2.500,0.5876775
12.04.2023,15.04.2023,64250,4,45,1.0,3.000,0.705213
20.04.2023,24.04.2023,71549,6,71,1.0,3.750,1.655775
07.04.2023,09.04.2023,59942,1,56,1.0,2.550,0.59943105
26.04.2023,29.04.2023,null,3,56,0.0,2.550,0.59943105
23.04.2023,26.04.2023,73747,4,34,1.0,2.450,0.68978525
27.04.2023,02.05.2023,78126,6,44,2.0,2.500,0.5876775
26.04.2023,30.04.2023,76741,5,61,1.0,4.750,1.6840935
13.04.2023,15.04.2023,65305,1,50,2.0,2.500,0.5876775
28.04.2023,01.05.2023,78454,6,41,1.0,4.250,1.19656625
19.04.2023,22.04.2023,71119,4,57,1.0,3.100,0.7287201
20.04.2023,23.04.2023,71909,1,44,2.0,2.500,0.5876775
10.04.2023,11.04.2023,63155,1,26,2.0,3.000,0.844635
22.04.2023,25.04.2023,73450,7,37,2.0,3.000,0.844635
29.04.2023,30.04.2023,79432,4,79,1.0,3.750,1.655775
14.04.2023,18.04.2023,66020,5,75,0.0,3.500,1.54539
11.04.2023,14.04.2023,63450,7,76,1.0,3.500,1.54539
21.04.2023,23.04.2023,72375,2,78,1.0,4.500,1.9869299999999999
22.04.2023,24.04.2023,73586,2,22,2.0,2.000,0.56309
04.04.2023,06.04.2023,57787,5,48,2.0,2.500,0.5876775
04.04.2023,07.04.2023,57582,5,54,2.0,2.500,0.5876775
13.04.2023,16.04.2023,65273,1,58,2.0,3.500,1.2409109999999999
23.04.2023,26.04.2023,74480,4,36,2.0,3.750,1.0557937499999999
19.04.2023,24.04.2023,70814,1,29,1.0,2.500,0.7038625
10.04.2023,11.04.2023,63117,7,71,0.0,3.750,1.655775
18.04.2023,20.04.2023,70160,2,54,1.0,2.500,0.5876775
03.04.2023,06.04.2023,56881,4,73,1.0,3.750,1.655775
30.04.2023,03.05.2023,79656,5,47,0.0,3.000,0.705213
15.04.2023,18.04.2023,67257,1,50,1.0,2.500,0.5876775
13.04.2023,18.04.2023,65384,6,23,1.0,2.500,0.7038625
17.04.2023,19.04.2023,69085,1,77,1.0,3.000,1.32462
11.04.2023,12.04.2023,63809,1,42,2.0,2.500,0.5876775
27.04.2023,29.04.2023,77861,4,35,1.0,3.100,0.8727895
27.04.2023,01.05.2023,78169,7,55,1.0,4.000,0.940284
19.04.2023,22.04.2023,71039,7,53,2.0,3.000,0.705213
08.04.2023,09.04.2023,61075,1,57,2.0,3.100,0.7287201
21.04.2023,25.04.2023,72508,6,8,1.0,45.000,24.954615
06.04.2023,08.04.2023,59690,7,37,2.0,3.000,0.844635
15.04.2023,18.04.2023,67317,2,24,2.0,3.000,0.844635
16.04.2023,19.04.2023,68538,6,38,1.0,3.750,1.0557937499999999
10.04.2023,11.04.2023,62803,2,59,1.0,4.500,1.595457
17.04.2023,20.04.2023,68972,5,40,1.0,3.750,1.0557937499999999
17.04.2023,18.04.2023,68971,5,54,2.0,2.500,0.5876775
28.04.2023,02.05.2023,78359,7,59,2.0,4.500,1.595457
16.04.2023,18.04.2023,68135,5,64,2.0,0.800,0.36363680000000004
30.04.2023,02.05.2023,79971,7,60,2.0,3.750,1.3295474999999999
13.04.2023,18.04.2023,65556,7,52,2.0,2.500,0.5876775
08.04.2023,10.04.2023,60845,2,29,2.0,2.500,0.7038625
03.04.2023,04.04.2023,57362,6,22,2.0,2.000,0.56309
27.04.2023,30.04.2023,77830,4,63,0.0,0.800,0.36363680000000004
22.04.2023,23.04.2023,73237,4,46,0.0,2.500,0.5876775
02.04.2023,04.04.2023,56636,1,49,1.0,3.000,0.705213
20.04.2023,23.04.2023,71254,6,45,0.0,3.000,0.705213
18.04.2023,20.04.2023,69991,6,55,1.0,4.000,0.940284
02.04.2023,05.04.2023,55913,2,55,0.0,4.000,0.940284
05.04.2023,08.04.2023,59006,4,56,2.0,2.550,0.59943105
18.04.2023,21.04.2023,69695,6,42,2.0,2.500,0.5876775
05.04.2023,08.04.2023,58395,7,39,0.0,4.250,1.19656625
16.04.2023,19.04.2023,67775,3,50,2.0,2.500,0.5876775
11.04.2023,12.04.2023,63483,2,37,2.0,3.000,0.844635
11.04.2023,14.04.2023,63815,7,30,2.0,3.000,0.844635
20.04.2023,22.04.2023,72082,2,38,0.0,3.750,1.0557937499999999
30.04.2023,03.05.2023,80374,4,69,1.0,3.250,1.4350049999999999
17.04.2023,19.04.2023,69042,6,13,1.0,8.950,2.9756243999999996
26.04.2023,01.05.2023,76712,4,36,1.0,3.750,1.0557937499999999
17.04.2023,18.04.2023,68959,3,60,0.0,3.750,1.3295474999999999
10.04.2023,11.04.2023,62456,1,60,2.0,3.750,1.3295474999999999
10.04.2023,12.04.2023,62483,3,35,2.0,3.100,0.8727895
24.04.2023,27.04.2023,75206,6,39,2.0,4.250,1.19656625
25.04.2023,28.04.2023,76277,7,61,2.0,4.750,1.6840935
15.04.2023,18.04.2023,66972,7,23,2.0,2.500,0.7038625
01.04.2023,03.04.2023,55517,7,27,2.0,3.500,0.9854075
21.04.2023,23.04.2023,72673,5,22,2.0,2.000,0.56309
27.04.2023,30.04.2023,77236,7,48,1.0,2.500,0.5876775
29.04.2023,30.04.2023,79434,6,24,1.0,3.000,0.844635
07.04.2023,10.04.2023,60367,6,54,1.0,2.500,0.5876775
16.04.2023,17.04.2023,68136,6,24,1.0,3.000,0.844635
02.04.2023,05.04.2023,56485,4,73,1.0,3.750,1.655775
05.04.2023,10.04.2023,58249,7,71,1.0,3.750,1.655775
01.04.2023,04.04.2023,55685,7,46,1.0,2.500,0.5876775
12.04.2023,15.04.2023,64464,7,49,1.0,3.000,0.705213
05.04.2023,06.04.2023,58900,4,41,1.0,4.250,1.19656625
04.04.2023,05.04.2023,57678,6,28,1.0,2.000,0.56309
22.04.2023,26.04.2023,72995,4,42,2.0,2.500,0.5876775
01.04.2023,05.04.2023,55537,4,47,2.0,3.000,0.705213
06.04.2023,08.04.2023,59211,1,87,2.0,3.000,0.844635
24.04.2023,26.04.2023,74602,6,25,3.0,2.200,0.619399
03.04.2023,06.04.2023,57011,4,75,1.0,3.500,1.54539
08.04.2023,09.04.2023,60978,4,79,1.0,3.750,1.655775
14.04.2023,15.04.2023,66668,4,74,0.0,3.500,1.54539
19.04.2023,23.04.2023,70712,2,76,1.0,3.500,1.54539
15.04.2023,17.04.2023,67113,6,83,1.0,14.000,10.28398
07.04.2023,09.04.2023,null,1,76,1.0,3.500,1.54539
25.04.2023,28.04.2023,75538,6,40,1.0,3.750,1.0557937499999999
09.04.2023,11.04.2023,62354,5,63,1.0,0.800,0.36363680000000004
18.04.2023,21.04.2023,70061,6,70,1.0,3.250,1.4350049999999999
23.04.2023,25.04.2023,73783,1,63,2.0,0.800,0.36363680000000004
20.04.2023,23.04.2023,71241,2,22,2.0,2.000,0.56309
08.04.2023,10.04.2023,61325,6,59,2.0,4.500,1.595457
10.04.2023,13.04.2023,null,1,60,2.0,3.750,1.3295474999999999
27.04.2023,28.04.2023,77655,6,23,2.0,2.500,0.7038625
05.04.2023,08.04.2023,58891,5,39,2.0,4.250,1.19656625
05.04.2023,06.04.2023,58308,7,58,2.0,3.500,1.2409109999999999
18.04.2023,21.04.2023,69885,1,27,2.0,3.500,0.9854075
20.04.2023,22.04.2023,71907,4,48,2.0,2.500,0.5876775
03.04.2023,05.04.2023,57183,7,30,1.0,3.000,0.844635
10.04.2023,13.04.2023,62439,4,71,1.0,3.750,1.655775
05.04.2023,08.04.2023,58349,2,52,0.0,2.500,0.5876775
08.04.2023,10.04.2023,60960,6,37,1.0,3.000,0.844635
04.04.2023,06.04.2023,58129,6,77,0.0,3.000,1.32462
25.04.2023,26.04.2023,75559,5,46,1.0,2.500,0.5876775
10.04.2023,13.04.2023,62503,7,35,1.0,3.100,0.8727895
14.04.2023,19.04.2023,66702,4,51,2.0,3.000,0.705213
14.04.2023,16.04.2023,66537,7,7,1.0,19.750,10.95230325
04.04.2023,05.04.2023,null,1,56,2.0,2.550,0.59943105
07.04.2023,11.04.2023,60600,7,42,2.0,2.500,0.5876775
26.04.2023,27.04.2023,76710,5,53,2.0,3.000,0.705213
29.04.2023,02.05.2023,79112,1,41,1.0,4.250,1.19656625
05.04.2023,08.04.2023,58579,5,57,1.0,3.100,0.7287201
16.04.2023,19.04.2023,68126,1,79,1.0,3.750,1.655775
14.04.2023,15.04.2023,66531,4,36,1.0,3.750,1.0557937499999999
23.04.2023,24.04.2023,74098,1,38,2.0,3.750,1.0557937499999999
30.04.2023,02.05.2023,80200,1,23,2.0,2.500,0.7038625
03.04.2023,05.04.2023,56831,7,60,2.0,3.750,1.3295474999999999
15.04.2023,17.04.2023,67437,6,60,2.0,3.750,1.3295474999999999
06.04.2023,07.04.2023,59289,1,46,2.0,2.500,0.5876775
09.04.2023,10.04.2023,61991,7,52,2.0,2.500,0.5876775
13.04.2023,17.04.2023,null,5,71,1.0,3.750,1.655775
11.04.2023,13.04.2023,64032,2,42,1.0,2.500,0.5876775
24.04.2023,26.04.2023,74967,6,31,1.0,2.200,0.619399
18.04.2023,21.04.2023,70203,6,61,1.0,4.750,1.6840935
05.04.2023,08.04.2023,58581,1,51,2.0,3.000,0.705213
04.04.2023,05.04.2023,57765,7,31,1.0,2.200,0.619399
15.04.2023,18.04.2023,67452,2,22,1.0,2.000,0.56309
12.04.2023,17.04.2023,64454,5,58,1.0,3.500,1.2409109999999999
14.04.2023,18.04.2023,66319,4,79,1.0,3.750,1.655775
12.04.2023,13.04.2023,64395,5,76,1.0,3.500,1.54539
26.04.2023,29.04.2023,76542,6,38,1.0,3.750,1.0557937499999999
24.04.2023,25.04.2023,null,7,27,1.0,3.500,0.9854075
11.04.2023,12.04.2023,63742,6,17,1.0,9.500,3.158484
07.04.2023,11.04.2023,null,1,33,1.0,3.500,0.9854075
20.04.2023,23.04.2023,71660,6,79,1.0,3.750,1.655775
13.04.2023,16.04.2023,65750,3,46,2.0,2.500,0.5876775
21.04.2023,23.04.2023,72882,7,84,2.0,0.800,0.36363680000000004
11.04.2023,12.04.2023,63579,2,35,2.0,3.100,0.8727895
04.04.2023,05.04.2023,57764,5,59,2.0,4.500,1.595457
28.04.2023,30.04.2023,null,6,36,2.0,3.750,1.0557937499999999
20.04.2023,23.04.2023,71914,7,36,2.0,3.750,1.0557937499999999
28.04.2023,01.05.2023,78375,4,45,1.0,3.000,0.705213
05.04.2023,07.04.2023,58294,1,71,1.0,3.750,1.655775
19.04.2023,22.04.2023,70429,1,51,1.0,3.000,0.705213
05.04.2023,10.04.2023,59013,6,32,1.0,3.000,0.844635
14.04.2023,15.04.2023,66049,1,35,1.0,3.100,0.8727895
07.04.2023,11.04.2023,60394,7,55,1.0,4.000,0.940284
12.04.2023,16.04.2023,null,7,47,2.0,3.000,0.705213
23.04.2023,26.04.2023,74117,6,31,2.0,2.200,0.619399
12.04.2023,15.04.2023,64411,2,72,0.0,3.250,1.4350049999999999
22.04.2023,24.04.2023,73582,5,38,1.0,3.750,1.0557937499999999
02.04.2023,03.04.2023,56381,6,58,1.0,3.500,1.2409109999999999
08.04.2023,09.04.2023,60924,4,50,2.0,2.500,0.5876775
13.04.2023,16.04.2023,65717,1,40,2.0,3.750,1.0557937499999999
30.04.2023,01.05.2023,80186,5,27,2.0,3.500,0.9854075
22.04.2023,25.04.2023,73681,6,38,2.0,3.750,1.0557937499999999
11.04.2023,13.04.2023,64154,4,58,2.0,3.500,1.2409109999999999
14.04.2023,19.04.2023,66178,5,65,2.0,0.800,0.36363680000000004
03.04.2023,05.04.2023,56910,1,26,0.0,3.000,0.844635
05.04.2023,08.04.2023,58569,4,46,1.0,2.500,0.5876775
07.04.2023,10.04.2023,60134,7,42,1.0,2.500,0.5876775
04.04.2023,07.04.2023,58133,6,37,1.0,3.000,0.844635
02.04.2023,04.04.2023,56184,1,47,1.0,3.000,0.705213
16.04.2023,18.04.2023,68172,2,55,1.0,4.000,0.940284
01.04.2023,03.04.2023,55592,4,41,1.0,4.250,1.19656625
27.04.2023,01.05.2023,77391,7,35,1.0,3.100,0.8727895
14.04.2023,19.04.2023,66484,7,25,1.0,2.200,0.619399
13.04.2023,16.04.2023,65135,7,51,2.0,3.000,0.705213
01.04.2023,03.04.2023,55399,1,45,2.0,3.000,0.705213
14.04.2023,17.04.2023,66724,1,57,0.0,3.100,0.7287201
27.04.2023,30.04.2023,77753,5,47,2.0,3.000,0.705213
11.04.2023,13.04.2023,63654,1,35,1.0,3.100,0.8727895
11.04.2023,12.04.2023,64029,1,44,2.0,2.500,0.5876775
13.04.2023,16.04.2023,65241,6,51,2.0,3.000,0.705213
08.04.2023,11.04.2023,61098,4,37,2.0,3.000,0.844635
08.04.2023,10.04.2023,61548,4,48,1.0,2.500,0.5876775
08.04.2023,09.04.2023,60962,1,70,1.0,3.250,1.4350049999999999
09.04.2023,10.04.2023,61622,1,13,1.0,8.950,2.9756243999999996
28.04.2023,01.05.2023,78340,6,33,1.0,3.500,0.9854075
14.04.2023,18.04.2023,66032,5,76,1.0,3.500,1.54539
23.04.2023,26.04.2023,74385,5,27,1.0,3.500,0.9854075
12.04.2023,14.04.2023,64992,3,60,2.0,3.750,1.3295474999999999
08.04.2023,12.04.2023,61086,7,73,0.0,3.750,1.655775
09.04.2023,10.04.2023,61879,1,39,0.0,4.250,1.19656625
18.04.2023,21.04.2023,69716,6,40,2.0,3.750,1.0557937499999999
12.04.2023,16.04.2023,64840,7,73,1.0,3.750,1.655775
12.04.2023,14.04.2023,64783,1,51,1.0,3.000,0.705213
01.04.2023,03.04.2023,55808,1,53,1.0,3.000,0.705213
27.04.2023,28.04.2023,77621,5,30,1.0,3.000,0.844635
24.04.2023,26.04.2023,75295,5,45,1.0,3.000,0.705213
21.04.2023,23.04.2023,72838,7,71,1.0,3.750,1.655775
25.04.2023,27.04.2023,75488,5,45,1.0,3.000,0.705213
28.04.2023,02.05.2023,78278,7,47,0.0,3.000,0.705213
13.04.2023,17.04.2023,65823,4,57,2.0,3.100,0.7287201
03.04.2023,05.04.2023,57330,2,47,2.0,3.000,0.705213
04.04.2023,07.04.2023,57871,1,45,2.0,3.000,0.705213
25.04.2023,28.04.2023,76298,7,34,1.0,2.450,0.68978525
09.04.2023,12.04.2023,61827,1,42,2.0,2.500,0.5876775
14.04.2023,17.04.2023,66740,2,9,1.0,22.500,12.4773075
24.04.2023,25.04.2023,75397,6,51,3.0,3.000,0.705213
